group,layer_index,op_name,family,fused,fused_nodes,wall_median_ms_median,wall_median_ms_p10,wall_median_ms_p90,wall_median_ms_cv,compute_wall_median_ms_median,compute_wall_median_ms_p10,compute_wall_median_ms_p90,compute_wall_median_ms_cv,barrier_wall_median_ms_median,barrier_wall_median_ms_p10,barrier_wall_median_ms_p90,barrier_wall_median_ms_cv,logical_read_bytes_median,logical_read_bytes_p10,logical_read_bytes_p90,logical_read_bytes_cv,logical_write_bytes_median,logical_write_bytes_p10,logical_write_bytes_p90,logical_write_bytes_cv,q1_logical_read_bytes_median,q1_logical_read_bytes_p10,q1_logical_read_bytes_p90,q1_logical_read_bytes_cv,q8_logical_read_bytes_median,q8_logical_read_bytes_p10,q8_logical_read_bytes_p90,q8_logical_read_bytes_cv,q1_wall_median_ms_median,q1_wall_median_ms_p10,q1_wall_median_ms_p90,q1_wall_median_ms_cv,f32_to_q8_wall_median_ms_median,f32_to_q8_wall_median_ms_p10,f32_to_q8_wall_median_ms_p90,f32_to_q8_wall_median_ms_cv
layer=-1|op=ADD|family=ADD,-1,ADD,ADD,False,1,0.00375,0.003617,0.0038162,0.0268349401670865,0.002625,0.002508,0.0026663,0.029723922483916008,0.002083,0.0019663,0.002125,0.03758263460879137,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=CPY|family=CPY,-1,CPY,CPY,False,1,0.0268755,0.026320899999999998,0.028075,0.03135260628247705,0.0154785,0.0142458,0.0193376,0.17295165455920597,0.014354,0.0128038,0.0145249,0.05941692137742551,143358.0,143358.0,143358.0,0.0,61440.0,61440.0,61440.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=GET_ROWS|family=GET_ROWS,-1,GET_ROWS,GET_ROWS,False,1,0.0310625,0.0306038,0.0336083,0.049221634141653176,0.005020999999999999,0.0048582,0.005275899999999999,0.03797139613195166,0.0306045,0.0301125,0.0329874,0.04755199042198755,3145728.0,3145728.0,3145728.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=MUL_MAT|family=MUL_MAT,-1,MUL_MAT,MUL_MAT,False,1,0.030417,0.0303164,0.0310338,0.010976299334294165,0.029042,0.028766800000000002,0.0297334,0.01486522216268519,0.009042,0.0089166,0.0091082,0.011169282852022662,55040.0,55040.0,55040.0,0.0,192.0,192.0,192.0,0.0,34560.0,34560.0,34560.0,0.0,65280.0,65280.0,65280.0,0.0,0.016291,0.0162002,0.0165914,0.010787042909641031,0.0,0.0,0.0,
layer=-1|op=MUL|family=MUL,-1,MUL,MUL,False,1,0.009395500000000001,0.0093083,0.0094913,0.00855800342129171,0.0076665,0.0076001,0.0078377,0.013789510278781189,0.0058545,0.0058122,0.0061331,0.027782203356526987,49152.0,49152.0,49152.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=RMS_NORM|family=fused:RMS_NORM,-1,RMS_NORM,fused:RMS_NORM,True,2,0.012375,0.0107918,0.050508000000000004,0.7102064026728482,0.010876,0.0100254,0.034358200000000005,0.8483795246644952,0.011042,0.0092918,0.049625,0.7544814593214862,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=SCALE|family=SCALE,-1,SCALE,SCALE,False,1,0.0034375,0.003175,0.0035418999999999997,0.048941047999418195,0.001417,0.0013918,0.0015416,0.04984130177819183,0.0030004999999999997,0.0027834,0.0031165,0.050367149259300754,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=SET_ROWS|family=SET_ROWS,-1,SET_ROWS,SET_ROWS,False,1,0.008604500000000001,0.0083374,0.0087501,0.024503657038997935,0.007688,0.0074749,0.0078168,0.023282200047668004,0.007396,0.0071957,0.007587399999999999,0.023369471019198257,1052680.0,1052680.0,1052680.0,0.0,1048576.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=-1|op=UNARY|family=UNARY,-1,UNARY,UNARY,False,1,0.016375,0.0163084,0.0164585,0.004071216890971392,0.012937500000000001,0.0128877,0.0133085,0.016480703275549794,0.0114165,0.011317,0.0114916,0.0067777782782886915,24576.0,24576.0,24576.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=ADD|family=ADD,0,ADD,ADD,False,1,0.010813,0.0099499,0.0199581,0.33372899983674936,0.009646,0.0088126,0.0179709,0.3414098052407613,0.0085205,0.0079041,0.017470600000000003,0.38315451490889885,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=CONCAT|family=CONCAT,0,CONCAT,CONCAT,False,1,0.088042,0.08759159999999999,0.0888586,0.006669557593429049,0.086959,0.0865,0.0872752,0.004303210446980949,0.085833,0.0854334,0.086225,0.0041493935129125505,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=GATED_DELTA_NET|family=GATED_DELTA_NET,0,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.104041,1.08385,1.197725,0.04611565054114328,1.096291,1.0774668,1.1916,0.04659997253382796,0.150417,0.0904832,0.2010836,0.3398245921900807,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=GET_ROWS|family=GET_ROWS,0,GET_ROWS,GET_ROWS,False,1,0.024667,0.023475,0.0254582,0.035704502450115846,0.023292,0.02235,0.024358,0.037833792996057054,0.023792,0.022583,0.0248414,0.04201456360841258,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=GLU|family=GLU,0,GLU,GLU,False,1,0.048708,0.0478918,0.18148319999999998,0.6431005911414597,0.046459,0.045908199999999996,0.17899959999999998,0.6553509805749991,0.045916,0.044475,0.1769414,0.661024490971252,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=L2_NORM|family=L2_NORM,0,L2_NORM,L2_NORM,False,1,0.0064165,0.0061374,0.0067463,0.04352612193540441,0.0051665,0.0050915,0.0053043,0.01893563480676476,0.0043955,0.0038709,0.004629100000000001,0.08071796182722007,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=MUL_MAT|family=MUL_MAT,0,MUL_MAT,MUL_MAT,False,1,2.265583,2.2625919999999997,2.3237166,0.012839242919880967,2.261083,2.2558252,2.2985838000000003,0.010408382221622261,0.180625,0.143692,0.21815879999999999,0.1841223458490118,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.2515,2.2455086,2.2773668,0.0076455910900469935,0.0,0.0,0.0,
layer=0|op=MUL|family=MUL,0,MUL,MUL,False,1,0.003292,0.003016,0.0036584,0.0881444669338535,0.002,0.0019334,0.0024665999999999998,0.11790601348168513,0.001708,0.0015332,0.0018748,0.09220321439842125,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=RMS_NORM|family=fused:RMS_NORM,0,RMS_NORM,fused:RMS_NORM,True,2,0.050584,0.024875,0.08093360000000001,0.5442780053735582,0.013792,0.0129086,0.040290599999999996,0.5609752369032843,0.049375,0.0155496,0.062867,0.5310389303193379,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=SSM_CONV|family=SSM_CONV,0,SSM_CONV,SSM_CONV,False,1,0.039708,0.0383832,0.0407246,0.026172386699094916,0.038375,0.0373168,0.0393502,0.023412916326739495,0.018333,0.016308200000000002,0.020041800000000002,0.09098353306160444,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=0|op=UNARY|family=UNARY,0,UNARY,UNARY,False,1,0.005583,0.0051,0.026725,0.7579278959682316,0.004125,0.0040332,0.012707600000000001,0.7982524009868118,0.003583,0.003008,0.0244914,0.8895899779366564,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=ADD|family=ADD,10,ADD,ADD,False,1,0.01075,0.0097583,0.19543340000000003,1.6493402918358115,0.009354500000000002,0.0086583,0.0166293,0.3167558198221273,0.008812500000000001,0.0075959,0.19326250000000003,1.6988730610747884,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=CONCAT|family=CONCAT,10,CONCAT,CONCAT,False,1,0.087833,0.0872584,0.5344748000000001,0.9804267580036556,0.086583,0.08610019999999999,0.1719662,0.4882747997766013,0.086458,0.08603359999999999,0.5319416,0.9838270746795975,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=GATED_DELTA_NET|family=GATED_DELTA_NET,10,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.137,1.1194754,1.2461834,0.05012362975837371,1.129958,1.1141834,1.2363582,0.04878228229341613,0.248416,0.127975,0.2852082,0.37284898053501325,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=GET_ROWS|family=GET_ROWS,10,GET_ROWS,GET_ROWS,False,1,0.023875,0.022966399999999998,0.0385334,0.25311319822647105,0.022833,0.0218998,0.0372254,0.25940657026058717,0.022958,0.0220004,0.0373998,0.25906195967671003,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=GLU|family=GLU,10,GLU,GLU,False,1,0.04725,0.0467914,0.12798320000000002,0.7262299929186633,0.045292,0.0451834,0.1257164,0.7393300277849528,0.044708,0.044416399999999995,0.1254248,0.7488569850475145,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=L2_NORM|family=L2_NORM,10,L2_NORM,L2_NORM,False,1,0.0063335,0.0058959,0.0070542999999999995,0.08072198229879463,0.005208,0.0047958,0.0054626,0.057207877930313275,0.0040625,0.0037955,0.0046626,0.09269540231958084,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=MUL_MAT|family=MUL_MAT,10,MUL_MAT,MUL_MAT,False,1,2.271125,2.2570334,2.2759004,0.0037845941218264505,2.264833,2.2515002,2.2714086,0.003980545559436043,0.181125,0.1617334,0.2251502,0.15556406472929787,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.247333,2.240083,2.2505832,0.0021613415485161624,0.0,0.0,0.0,
layer=10|op=MUL|family=MUL,10,MUL,MUL,False,1,0.003417,0.003225,0.0037082,0.07016983627688887,0.00225,0.0019496,0.0023586,0.08443061961361695,0.002042,0.001675,0.002158,0.11236572520842175,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=RMS_NORM|family=fused:RMS_NORM,10,RMS_NORM,fused:RMS_NORM,True,2,0.012042,0.0118662,0.0790248,0.9138969086819396,0.011166,0.0108998,0.041117200000000007,0.6971309469813235,0.010792,0.0105668,0.0643748,0.8376911702300501,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=SSM_CONV|family=SSM_CONV,10,SSM_CONV,SSM_CONV,False,1,0.040875,0.039458,0.0502582,0.12098182921350903,0.03925,0.038325,0.048916799999999996,0.1254858283108716,0.016042,0.012925,0.0201496,0.19982651332583712,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=10|op=UNARY|family=UNARY,10,UNARY,UNARY,False,1,0.004917,0.0045168000000000005,0.0256164,0.7853631903881996,0.003959,0.0034332,0.0042664,0.09969042612705785,0.003709,0.0032002,0.0238582,0.8640446862005193,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=ADD|family=ADD,11,ADD,ADD,False,1,0.012375,0.0103748,0.19676220000000003,1.6414832534863792,0.0111665,0.0091955,0.0183954,0.31589039965820176,0.0097085,0.0084288,0.1939166,1.684525119931057,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=CONT|family=CONT,11,CONT,CONT,False,1,0.008416,0.0077418,0.0093078,0.0816867252608883,0.006916,0.0066168,0.0076914,0.06779759029569857,0.004875,0.0041832,0.0056166,0.1423679018528534,48128.0,48128.0,48128.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=FLASH_ATTN_EXT|family=FLASH_ATTN_EXT,11,FLASH_ATTN_EXT,FLASH_ATTN_EXT,False,1,0.078584,0.0763836,0.0801,0.02139148191533354,0.075417,0.0748332,0.0773918,0.017250435682242733,0.021084,0.0205168,0.021875,0.029132915700981924,1073664.0,1073664.0,1073664.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=GLU|family=GLU,11,GLU,GLU,False,1,0.047375,0.0466332,0.182475,0.6563946731366894,0.046334,0.0452502,0.1789836,0.6598578554771914,0.045584,0.043875,0.1804252,0.6730950397126303,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=MUL_MAT|family=MUL_MAT,11,MUL_MAT,MUL_MAT,False,1,1.660125,1.612916,2.0415748000000002,0.1424257155471456,1.652667,1.6081996,2.0350828,0.1429633394515892,0.1415,0.1273998,0.21190040000000002,0.27064626923409446,8867840.0,8867840.0,8867840.0,0.0,20480.0,20480.0,20480.0,0.0,8847360.0,8847360.0,8847360.0,0.0,16711680.0,16711680.0,16711680.0,0.0,1.642125,1.5922168,1.9775828,0.12840126264600477,0.0,0.0,0.0,
layer=11|op=MUL|family=MUL,11,MUL,MUL,False,1,0.005417,0.0050332,0.016725,0.576825341920917,0.004584,0.0041336,0.015641600000000002,0.6268558002448377,0.004375,0.003609,0.0154082,0.6642598733190899,49152.0,49152.0,49152.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=RMS_NORM|family=fused:RMS_NORM,11,RMS_NORM,fused:RMS_NORM,True,2,0.0115835,0.0112584,0.0350583,0.6906279629896938,0.010624999999999999,0.0103999,0.0227205,0.4277343360885578,0.0103125,0.0098668,0.0299001,0.7616169997733184,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=ROPE|family=ROPE,11,ROPE,ROPE,False,1,0.013979,0.013487700000000002,0.0161705,0.08670221895573488,0.011896,0.011625,0.0135706,0.09155387350015529,0.009292,0.0086205,0.0099043,0.06101763167111311,14352.0,14352.0,14352.0,0.0,14336.0,14336.0,14336.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=11|op=UNARY|family=UNARY,11,UNARY,UNARY,False,1,0.058917,0.0577328,0.2197498,0.6447900190580266,0.057834,0.0566414,0.218675,0.6505912643638111,0.056792,0.0558246,0.218233,0.6562638784161563,24576.0,24576.0,24576.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=ADD|family=ADD,12,ADD,ADD,False,1,0.010729,0.0100377,0.0183623,0.29567944726262274,0.0095,0.0088751,0.0161747,0.2921568550660593,0.008729,0.0079501,0.016399900000000002,0.3530324775306192,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=CONCAT|family=CONCAT,12,CONCAT,CONCAT,False,1,0.219875,0.10394199999999999,0.2204504,0.32196347454200974,0.21675,0.0959918,0.218284,0.34679919436513373,0.2185,0.1016998,0.2189002,0.3274142588024355,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=GATED_DELTA_NET|family=GATED_DELTA_NET,12,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.117167,1.09155,1.19865,0.042554143880691765,1.107542,1.0842582,1.1915418,0.043265474193992036,0.146,0.1081166,0.2209422,0.3123058263497306,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=GET_ROWS|family=GET_ROWS,12,GET_ROWS,GET_ROWS,False,1,0.024417,0.0241836,0.0386582,0.23357531630034079,0.023,0.0229754,0.0372664,0.2422091857527457,0.023667,0.023125,0.0378834,0.24399332539777788,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=GLU|family=GLU,12,GLU,GLU,False,1,0.047333,0.0469086,0.18254140000000002,0.6551272170407778,0.04625,0.0454588,0.1800164,0.6612367853966339,0.045166,0.0446166,0.1801412,0.6695706633209129,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=L2_NORM|family=L2_NORM,12,L2_NORM,L2_NORM,False,1,0.006229,0.006028599999999999,0.0069087,0.07067662705376108,0.005,0.0049454,0.0056293,0.07623615477146094,0.0039795,0.0037914000000000003,0.0041998,0.046244628628060606,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=MUL_MAT|family=MUL_MAT,12,MUL_MAT,MUL_MAT,False,1,2.289916,2.2678,2.3023838,0.006768887405095026,2.283708,2.2611166,2.2968668,0.007042437758069299,0.181334,0.173725,0.2101078,0.08700283518296303,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.260041,2.2494921999999997,2.2772164,0.005558124210078397,0.0,0.0,0.0,
layer=12|op=MUL|family=MUL,12,MUL,MUL,False,1,0.003542,0.003,0.003792,0.1048042248377176,0.002083,0.0019664,0.0023832,0.09227827597226912,0.001875,0.00175,0.0023338,0.13381389535179283,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=RMS_NORM|family=fused:RMS_NORM,12,RMS_NORM,fused:RMS_NORM,True,2,0.051417,0.0279168,0.0907332,0.4932623845227367,0.032,0.019125800000000002,0.045675,0.3822521859978961,0.050042,0.020108800000000003,0.06721640000000001,0.46584040966613666,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=SSM_CONV|family=SSM_CONV,12,SSM_CONV,SSM_CONV,False,1,0.041458,0.03955,0.0455918,0.06626080269007859,0.039916,0.038291,0.044,0.06532028982407204,0.014833,0.0127002,0.019308000000000002,0.21153338384038234,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=12|op=UNARY|family=UNARY,12,UNARY,UNARY,False,1,0.004542,0.0044666,0.025358600000000002,0.7955805372887931,0.003666,0.0034082,0.0043166,0.10707537398276297,0.003291,0.0029334,0.0235414,0.8919618793719305,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=ADD|family=ADD,13,ADD,ADD,False,1,0.0116665,0.0112833,0.19992900000000002,1.6664049179807592,0.010458499999999999,0.0099246,0.0122879,0.11927958638836338,0.009646,0.008966700000000001,0.1968496,1.713339044829142,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=CONCAT|family=CONCAT,13,CONCAT,CONCAT,False,1,0.088708,0.0875084,0.2193254,0.45771670834604783,0.087667,0.08639999999999999,0.2165668,0.45758924644119653,0.087333,0.0858246,0.218116,0.4635808536332017,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=GATED_DELTA_NET|family=GATED_DELTA_NET,13,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.13875,1.1022585999999999,1.2501582,0.05748301343822132,1.123666,1.095317,1.2087252,0.05342937089699558,0.235958,0.1731504,0.34832500000000005,0.350886609920167,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=GET_ROWS|family=GET_ROWS,13,GET_ROWS,GET_ROWS,False,1,0.026292,0.023892,0.0392584,0.23312910863511035,0.023709,0.022750199999999998,0.0379754,0.24943216807716193,0.025083,0.0227086,0.0383912,0.2468489110647934,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=GLU|family=GLU,13,GLU,GLU,False,1,0.047541,0.0467254,0.0481168,0.01383075602643168,0.046209,0.0453998,0.0464832,0.010642559991646918,0.044625,0.044016799999999995,0.0452168,0.012686940101264718,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=L2_NORM|family=L2_NORM,13,L2_NORM,L2_NORM,False,1,0.0060835,0.005878899999999999,0.37813710000000006,1.9069273367044153,0.004958000000000001,0.004796099999999999,0.005821000000000001,0.11758239685149571,0.003792,0.0036248,0.3756957000000001,1.9397348626955038,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=MUL_MAT|family=MUL_MAT,13,MUL_MAT,MUL_MAT,False,1,2.297375,2.2711582,2.3098668,0.00763003643582259,2.291667,2.265758,2.3047168,0.007702176081235484,0.170375,0.1480918,0.23029200000000002,0.2247433224949085,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.252333,2.249984,2.2812834,0.006569935864385909,0.0,0.0,0.0,
layer=13|op=MUL|family=MUL,13,MUL,MUL,False,1,0.003625,0.0032421999999999998,0.015216800000000003,1.032085492482866,0.002083,0.0018752,0.004458200000000001,0.530486856683507,0.001875,0.0017836,0.012916800000000003,1.3325502795660342,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=RMS_NORM|family=fused:RMS_NORM,13,RMS_NORM,fused:RMS_NORM,True,2,0.047333,0.0259254,0.051683,0.35250806839850096,0.0255,0.0130588,0.0366746,0.4522191067930079,0.027958,0.0175086,0.0501254,0.44932412757316215,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=SSM_CONV|family=SSM_CONV,13,SSM_CONV,SSM_CONV,False,1,0.042625,0.0396328,0.3968828,1.4803640794002284,0.041291,0.038583,0.0423252,0.04330012929191929,0.016916,0.0163328,0.3788414000000001,1.7340214127419407,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=13|op=UNARY|family=UNARY,13,UNARY,UNARY,False,1,0.004708,0.0045084,0.20487500000000006,1.7330059653521674,0.003459,0.003258,0.0047498,0.18328642949761084,0.003583,0.0032502,0.20290880000000003,1.7651995408063768,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
